Empresa,Empresa Limpa,Categoria,Pergunta,Nota,Observações
Diagnóstico_Pueblo,Pueblo,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,0,"recentemente, trocaram de agência que tem foco em gastronomia. A Aline que cuida mais disso. agencia vem a cada 15 dias para captação de conteúdo e estão estudando trafego."
Diagnóstico_Pueblo,Pueblo,21,Tem um calendário editorial ou planejamento de conteúdo?,4,"sim, possuem um planejamento de conteúdo programado e validado quinzenalmente"
Diagnóstico_Pueblo,Pueblo,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,3,Eduardo acredita que as gurias trazem referências do que é trend
Diagnóstico_Pueblo,Pueblo,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",4,a agencia normalmente responde
Diagnóstico_Pueblo,Pueblo,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,3,apenas a agência
Diagnóstico_Pueblo,Pueblo,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,3,"Estão programando o início do trafego, tanto no pueblo quanto na operação da nova pizzaria delivery"
Diagnóstico_Pueblo,Pueblo,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,3,"fizeram algumas parcerias, por pedido dos influenciadores - 50 a 100 por semana de trafego"
Diagnóstico_Pueblo,Pueblo,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",5,"Sim, usam o robo para o Anotaaí"
Diagnóstico_Pueblo,Pueblo,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",5,"Ifood é exclusivo e próprio no anotaaí - 90% Ifood
Sim. Trabalham delivery próprio e fazem cerca de 3.000 entregas"
Diagnóstico_Pueblo,Pueblo,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",4,metricas com a Aline
Diagnóstico_Pueblo,Pueblo,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,instagram
Diagnóstico_Pueblo,Pueblo,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,não usam
Diagnóstico_Pueblo,Pueblo,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,1,Não utilizam nenhuma ferramenta específica
Diagnóstico_Pueblo,Pueblo,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",3,usou chat como referência pra criar a marca da pizzaria - ajudou no slogan e tudo mais
Diagnóstico_Pueblo,Pueblo,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",1,não
Diagnóstico_Pueblo,Pueblo,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,1,não
Diagnóstico_Pueblo,Pueblo,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,5,O robo do anoaí é IA
Diagnóstico_Pueblo,Pueblo,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),0,
Diagnóstico_Pueblo,Pueblo,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,3,"NÃO, ativa não - estão transformando pueblo em um espaço mais cultural, então estão fazendo movimentos nesse sentido"
Diagnóstico_Pueblo,Pueblo,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,2,"tem um CRM guaraddo, não usaram mais - nada ativo"
Diagnóstico_Pueblo,Pueblo,40,Realiza ações estruturadas de fidelização ou recompra?,4,"tem no delivery - a cada 10, ganha algo. Cupons de pedidos para recompra."
Diagnóstico_Pueblo,Pueblo,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",3,"mais ou menos - já foi bem mais, equipe de garçom é antiga. Não tem metas mais"
Diagnóstico_Pueblo,Pueblo,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,4,"A empresa está começando a implementar ações sazonais, principalmente com shows de jazz durante a semana (terças e quartas), justamente para aumentar o movimento nos dias mais fracos."
Diagnóstico_Pueblo,Pueblo,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",1,NÃO
Diagnóstico_Pueblo,Pueblo,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,3,"Eles possuem um manual da cultura da empresa, com regras, funções e princípios definidos, mas reconhecem que hoje não estão usando esse material como deveriam."
Diagnóstico_Pueblo,Pueblo,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,3,"faz treinamento, mas hoje a rotatividade é baixa - 14 funcionários, nenhum com menos de 2 anos."
Diagnóstico_Pueblo,Pueblo,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,5,"possuem o pagamento de 10% semanal para os garçons - comissão variável - pagam para todo mundo, com percentuais diferentes"
Diagnóstico_Pueblo,Pueblo,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,4,fazerm reuniões toda a semana com os gerentes e com todosos funcionários a cada 6 meses
Diagnóstico_Pueblo,Pueblo,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,3,"já fizeram, mas há muito tempo atras - já fizeram cliente oculto há um tempo atras, eduardo disse que valeu muito a pena - ele vai falar com a fran sobre"
Diagnóstico_Pueblo,Pueblo,49,Possui plano de carreira estruturado e transparente para os colaboradores?,3,estão começando a estruturar um plano de carreira.
Diagnóstico_Pueblo,Pueblo,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",3,"conseguiram criar uma cultura de boas práticas, etc, então dão toques específicos. Possuem manual da cultura da empresa, mas reconhecem que não estão utilizando plenamente"
Diagnóstico_Pueblo,Pueblo,51,Qual o número total de colaboradores?,3,"faz treinamento, mas hoje a rotatividade é baixa - 14 funcionários, nenhum com menos de 2 anos."
Diagnóstico_Pueblo,Pueblo,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",4,"possuem manual de boas práticas, POP, não sabe se está tão atualizado. Tiveram nutri na casa por muitos anos. Tem tudo manualizado, entrega de EPI. Não sabe se está sendo utilizado."
Diagnóstico_Pueblo,Pueblo,53,Tem controle e ações para redução de perdas e desperdícios?,4,"tem controle de produção - tinha um controle mais aprofundado no buffet. Hoje, tem controle de perdas na produção - tudo porcionado, etc - controlado por palnilha"
Diagnóstico_Pueblo,Pueblo,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",5,funciona muito - atende 3k de delivery e produção
Diagnóstico_Pueblo,Pueblo,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",5,sistema anota aí para gestão de pedidos - o resto planilha
Diagnóstico_Pueblo,Pueblo,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",4,"hoje, raramente - volume é fácil de controlar - difícil ter que comprar alguma coisa - faz atacado uma vez por semana."
Diagnóstico_Pueblo,Pueblo,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,5,tudo isso tem - tem controle em palnilha. tem uma menina só de limpeza
Diagnóstico_Pueblo,Pueblo,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,3,"hoje, acontecem apenas manutenção corretiva. Tinha-se preventiva, mas não tem muito equipamento que estraga. Manuentação preventiva do ar."
Fornellone,Fornellone,1,A empresa possui controle de entrada e saída de caixa?,4,"usam o sistema Bitbar para lançar tudo, usam planilha de excel para gerrir indicadores"
Fornellone,Fornellone,2,Qual o nível de utilização de sistema (ERP/planilhas) para gestão?,4,
Fornellone,Fornellone,3,Tem DRE (Demonstrativo de Resultado do Exercício) mensal atualizado e utilizado?,4,As vezes deixa passar um mês ou outro pq a equipe que faz é pequena
Fornellone,Fornellone,4,Possui CMV (Custo de Mercadoria Vendida) apurado mensalmente com precisão?,4,0.36
Fornellone,Fornellone,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,4,tem equipe de Nutris que atualizam com frequencia as listas
Fornellone,Fornellone,6,Tem controle de estoque com inventário periódico?,4,"fazem inventário semanal para disparar as listas de compras, querem adquirir o sistema Vmarket para otimizar ainda mais esta parte, pois hoje contam com lista e depois precisam atualizar os valores manualmente"
Fornellone,Fornellone,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",3,acompanha os números mas não tem domínio
Fornellone,Fornellone,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",3,"analisa o público, vê como o ifood está cobrando e em cima do preço de custo  aplica margem "
Fornellone,Fornellone,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,5,
Fornellone,Fornellone,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,bit bar/ VMarket/ Suflex etiquetagem
Fornellone,Fornellone,11,A empresa conhece com clareza seu público-alvo/persona?,3,"já fez um estudo a muito tempo, mas hoje nao utiliza"
Fornellone,Fornellone,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,3,"tem um posicionamento por tradição, tempo de mercado e localização, mas isto não é claro e documentado"
Fornellone,Fornellone,13,Conhece e analisa periodicamente seus principais concorrentes?,3,
Fornellone,Fornellone,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,3,participam de algumas festas temáticas mas não tiveram retorno
Fornellone,Fornellone,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",2,Utilizam pouco a parte de Story Telling
Fornellone,Fornellone,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",3,
Fornellone,Fornellone,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",3,"investem cerca de R$ 1.000,00 em trafego pago mas não entendem e não percebem retorno"
Fornellone,Fornellone,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,4,Possuem instagram e agencia que faz as postagens e captura os conteudos
Fornellone,Fornellone,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",3,Empresa faz capturas
Fornellone,Fornellone,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,4,possuem agencia de marketing parceira e trafego pago
Fornellone,Fornellone,21,Tem um calendário editorial ou planejamento de conteúdo?,4,"Agencia fornece o calendário, eles avaliam e liberam para realizar as postagens ao longo do mês"
Fornellone,Fornellone,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,3,Fazem pouco conteudo viral
Fornellone,Fornellone,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",2,
Fornellone,Fornellone,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,4,Agencia que cria
Fornellone,Fornellone,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,3,Possui Empresa que realiza o tráfego pago
Fornellone,Fornellone,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,1,não possui influenciadores
Fornellone,Fornellone,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",5,
Fornellone,Fornellone,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",4,
Fornellone,Fornellone,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",3,
Fornellone,Fornellone,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,Instagram
Fornellone,Fornellone,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,
Fornellone,Fornellone,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,2,tudo ainda de forma experimental 
Fornellone,Fornellone,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",2,tudo ainda de forma experimental 
Fornellone,Fornellone,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",2,tudo ainda de forma experimental 
Fornellone,Fornellone,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,2,tudo ainda de forma experimental 
Fornellone,Fornellone,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,2,tudo ainda de forma experimental 
Fornellone,Fornellone,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),0,chat GPT
Fornellone,Fornellone,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,3,fazem duas reuniões mês para vender mais
Fornellone,Fornellone,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,2,tem cadastro dos clientes no sistema mas não utiliza
Fornellone,Fornellone,40,Realiza ações estruturadas de fidelização ou recompra?,1,não possuem estratégias ativas de recompra. 
Fornellone,Fornellone,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",1,
Fornellone,Fornellone,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,4,usam as datas comemorativas para fazer algumas ações
Fornellone,Fornellone,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",1,
Fornellone,Fornellone,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,4,
Fornellone,Fornellone,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,3,"já fizeram consultorias anteriores com o Polo, onde estrtuturaram a parte de integração e  treinamentos"
Fornellone,Fornellone,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,1,Ainda estão estudando a melhor forma de fazer
Fornellone,Fornellone,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,4,Fazem reuniões semanais
Fornellone,Fornellone,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,1,
Fornellone,Fornellone,49,Possui plano de carreira estruturado e transparente para os colaboradores?,2,
Fornellone,Fornellone,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",3,Possui mas não divulga
Fornellone,Fornellone,51,Qual o número total de colaboradores?,0,24
Fornellone,Fornellone,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",3,"possui checklist de manutenção e limpeza de equipamentos, livro de receitas, checklist de lavagem dos alimentos. POPS estao sendo refeitos pois perderam os arquivos que tinham"
Fornellone,Fornellone,53,Tem controle e ações para redução de perdas e desperdícios?,1,
Fornellone,Fornellone,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",4,Já fizeram alguns estudos para melhoria do Layout e processo
Fornellone,Fornellone,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",4,"Tem impressoras na cozinha, pizzaria e balcao de bebidas"
Fornellone,Fornellone,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",5,não fazem
Fornellone,Fornellone,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,3,Possuem e utilizam com freqeuncia
Fornellone,Fornellone,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,4,"Tem contrato de manutenção, com inspeções semanais"
Gambrinus -METRÔ,Gambrinus,1,A empresa possui controle de entrada e saída de caixa?,2,"não tenho controle de fluxo de caixa, tem uma planilha feita pela esposa com foco no contas a pagar e que a partir disso elabora um DRE. "
Gambrinus -METRÔ,Gambrinus,2,Qual o nível de utilização de sistema (ERP/planilhas) para gestão?,3,"Utiliza sitema principalmente para atendimento e caixa, os demais controles são paralelos através de planilhas."
Gambrinus -METRÔ,Gambrinus,3,Tem DRE (Demonstrativo de Resultado do Exercício) mensal atualizado e utilizado?,2,"Faz algum tempo que não analisava DRE, depois do ultimo workshop voltou nas planilhas e inclusive verificou que estava calculando de forma equivocada o cmv."
Gambrinus -METRÔ,Gambrinus,4,Possui CMV (Custo de Mercadoria Vendida) apurado mensalmente com precisão?,2,"Esta revisando a planilha de custos para levantar o cmv, não tem os números precisos no momento. "
Gambrinus -METRÔ,Gambrinus,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,3,Empreendedor entendi que todas precisam ser revisadas. 
Gambrinus -METRÔ,Gambrinus,6,Tem controle de estoque com inventário periódico?,1,Não realiza nenhum controle de estoque no momento. 
Gambrinus -METRÔ,Gambrinus,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",3,"analisa indicadores como: faturamento, despesa geral e cmc, ponto de equilibrio não sabe hoje exatamente qual é. "
Gambrinus -METRÔ,Gambrinus,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",2,"Sua precificação atual é basicamente analise dos custos de insumos, e alguma coisa de analise de preço da concorrencia. "
Gambrinus -METRÔ,Gambrinus,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,3,"Existe dividas de emprestimos controladas, e representa um valor estimado de 26mil mensal. "
Gambrinus -METRÔ,Gambrinus,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,BITBAR 
Gambrinus -METRÔ,Gambrinus,11,A empresa conhece com clareza seu público-alvo/persona?,3,"Descreve algumas personas, nunca fez um trabalho profissional voltado para esse mapeamento, o que tem construido fez através do chatgpt. "
Gambrinus -METRÔ,Gambrinus,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,4,"Se posiciona forte em relação a qualidade e tradição, pode explorar mais nos pontos de contato com o cliente.  "
Gambrinus -METRÔ,Gambrinus,13,Conhece e analisa periodicamente seus principais concorrentes?,4,"Utiliza bastante o ifood para monitorar seus concorrentes, além de analisar os cardapios digitais através das redes. Entendi que a concorrencia aumentou muito no mercado nos ultimos anos, mas entendi que é positivo pois o mercado ganha mais visibilidade.  "
Gambrinus -METRÔ,Gambrinus,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,4,"Participa há anos do Sebrae, também faz parte do grupo Mastermind, também envolvido no conselho do mercado publico. "
Gambrinus -METRÔ,Gambrinus,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",3,Entendi que utiliza bastante mas acredita que pode melhorar.  
Gambrinus -METRÔ,Gambrinus,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",3,"Tem um cardápio muito tradicional alinhado a sua cultura, mas com pouco apelo para despertar desejo principalmente para explorar o cliente turista. "
Gambrinus -METRÔ,Gambrinus,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",1,"nada programado, mostrei o perfil de insights para ele do instagram durante a reunião, ficou impressionado com o numero de novo seguidores no ultimos mes foram quase 1mil. Falei da importancia de organizar as redes sociais e aprovietar melhor elas principalmente para esses novos seguidores que estão chegando. "
Gambrinus -METRÔ,Gambrinus,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,4,"Esta ativo no Instagram e Ttiktok faz as postagens com certa frequencia. Tudo feito pelo proprio empreendedor, que inclusive também faz patrocinados através do botão impulsionar. "
Gambrinus -METRÔ,Gambrinus,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",3,Existe postagens com frequencia mas pouco diversificada a qualidade também pode ser melhorada. 
Gambrinus -METRÔ,Gambrinus,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,3,O empreendedor é responsável pelos conteudos. 
Gambrinus -METRÔ,Gambrinus,21,Tem um calendário editorial ou planejamento de conteúdo?,1,
Gambrinus -METRÔ,Gambrinus,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,2,
Gambrinus -METRÔ,Gambrinus,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",4,Empreendedor esta atento a todas interações seja no instagram ou no google
Gambrinus -METRÔ,Gambrinus,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,3,Utiliza capcut para editar seus videos. 
Gambrinus -METRÔ,Gambrinus,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,3,Investi em tráfego pago através do botão impulsionar feito pelo proprio empreendedor. 
Gambrinus -METRÔ,Gambrinus,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,4,já testou varios Inlfuencers no seu perfil é possivel ver pelos menos 3 nos ultimos 2 meses. 
Gambrinus -METRÔ,Gambrinus,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",4,
Gambrinus -METRÔ,Gambrinus,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",3,"Hoje realiza vendas através do ifood, pelo telefone apenas vendas consultivas. Entendi que poderia explorar mais o whatsapp e telefone através de ligação mesmo. "
Gambrinus -METRÔ,Gambrinus,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",1,"não acompanha métricas, olhamos juntos na reuniao o seus insights. "
Gambrinus -METRÔ,Gambrinus,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,"instagram, tik tok e google "
Gambrinus -METRÔ,Gambrinus,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,capcut 
Gambrinus -METRÔ,Gambrinus,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,3,Aprendeu a utilizar mais através de um curso que fez. 
Gambrinus -METRÔ,Gambrinus,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",4,Utiliza chat gpt principalmente para apoio as postagens nas redes sociais 
Gambrinus -METRÔ,Gambrinus,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",4,
Gambrinus -METRÔ,Gambrinus,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,4,"Utiliza para criação de arte, e usou para realizar as artes da semana Santa "
Gambrinus -METRÔ,Gambrinus,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,1,
Gambrinus -METRÔ,Gambrinus,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),0,Chatgpt 
Gambrinus -METRÔ,Gambrinus,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,1,
Gambrinus -METRÔ,Gambrinus,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,1,não tem 
Gambrinus -METRÔ,Gambrinus,40,Realiza ações estruturadas de fidelização ou recompra?,1,
Gambrinus -METRÔ,Gambrinus,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",3,"Empreendedor entendi que é uma oportunidade para ser melhor explorada, realizar curso de vendas mesmo com os garçons. "
Gambrinus -METRÔ,Gambrinus,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,2,Trabalha com pratos do dia. 
Gambrinus -METRÔ,Gambrinus,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",1,
Gambrinus -METRÔ,Gambrinus,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,3,"Tem as atividades definidas descritas, mas entendi que esta desatualizadas.  "
Gambrinus -METRÔ,Gambrinus,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,2,"Empreendedor entendi que poderia fazer com maior frequencia os treinamentos, principalemnte voltados para atendimento. Hoje faz com pouquissima frequencia.  "
Gambrinus -METRÔ,Gambrinus,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,1,"Não, hoje o caixinha é distribuido entre todos, não uma remuneração variavel atrelada a desempenho. "
Gambrinus -METRÔ,Gambrinus,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,3,Realiza reuniões uma vez por mes falando um pouco sobre os aconetcimentos do mês. Exemplo mês de abril Páscoa o que estava sendo planejado etc.  
Gambrinus -METRÔ,Gambrinus,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,1,
Gambrinus -METRÔ,Gambrinus,49,Possui plano de carreira estruturado e transparente para os colaboradores?,1,nada estruturado 
Gambrinus -METRÔ,Gambrinus,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",0,"Empreendedor já desenhou quando fez trabalho de conclusao de curso da faculdade, mas entendi que precisa ser revisitado. "
Gambrinus -METRÔ,Gambrinus,51,Qual o número total de colaboradores?,0,18
Gambrinus -METRÔ,Gambrinus,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",4,"Tem implantado, e recentemente recebeu fiscalização e estava tudo ok. "
Gambrinus -METRÔ,Gambrinus,53,Tem controle e ações para redução de perdas e desperdícios?,2,Não há um controle de desperdicio
Gambrinus -METRÔ,Gambrinus,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",3,"A cozinha foi muito adaptada ao longo das reformas realizadas, não tem um layout otimizado.  "
Gambrinus -METRÔ,Gambrinus,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",3,utiliza sistema que para os pedidos que chegam na cozinha. 
Gambrinus -METRÔ,Gambrinus,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",4,"poucos imprevistos acontecem, empreendedor quem realiza as compras e tem muitos anos de experiencia. "
Gambrinus -METRÔ,Gambrinus,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,4,"Sim, e foi testada recentemente com a fiscalização. "
Gambrinus -METRÔ,Gambrinus,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,0,Resgatou a planilha de manutenção principalmente após a enchente e esta controlando melhor atualmente.  
Povo Alegre,Povo Alegre,1,A empresa possui controle de entrada e saída de caixa?,5,"Utiliza totvs chef tem total controle, e tem uma pessoa no financeiro que organiza as informações  . "
Povo Alegre,Povo Alegre,2,Qual o nível de utilização de sistema (ERP/planilhas) para gestão?,5,Recentemente encontro a emrpesa que da suporte presencial para a utilização do sistema Totvs chefe e estão usando o sistema completamente. 
Povo Alegre,Povo Alegre,3,Tem DRE (Demonstrativo de Resultado do Exercício) mensal atualizado e utilizado?,5,"Recentemente conseguiram organizar as informações no sistema, há um mês aproximadamente saiu o primeiro relatório de DRE. "
Povo Alegre,Povo Alegre,4,Possui CMV (Custo de Mercadoria Vendida) apurado mensalmente com precisão?,4,Utiliza dados do sistema e também tem consultoria de processos contratada que analisa periodicamente. 
Povo Alegre,Povo Alegre,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,4,O empreendedor acredito que as fichas técnicas precisam passar por novas atualizações.  
Povo Alegre,Povo Alegre,6,Tem controle de estoque com inventário periódico?,1,"Hoje não há controle de estoque, esta utilizando técnicas informais fazendo controle visual, pretende resolver em breve com a contratação de um novo comprador. "
Povo Alegre,Povo Alegre,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",5,"Possui todos os indicadores através do dashboard do sistema, inclusive o ticket médio é por hora, pois varia muito entre café da manha e almoço por exemplo. Além disso faz reunioes mensais com seu time estrategico para analise dos numeros e definem metas. "
Povo Alegre,Povo Alegre,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",4,"No momento esta passando pela estruturação e esta redefinindo os preços, novos preços entram no cardápio no final do mês.  "
Povo Alegre,Povo Alegre,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,4,"Hoje o restaurante esta com resultado negativo, devido a novos investimentos que estão sendo realizados em uma nova operação que fica ao lado, desta forma, o restaurante atual esta pagando aluguel dobrado, é uma estrategia controlada administrada pelo investidor e o empreendedor.  "
Povo Alegre,Povo Alegre,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,totvs chef 
Povo Alegre,Povo Alegre,11,A empresa conhece com clareza seu público-alvo/persona?,3,"Hoje não tem uma persona definida, sugestão: talvez definir varias, pois tem alunos do fleming, trabalhador da região, maes e acompanhantes do hospital e etc.  "
Povo Alegre,Povo Alegre,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,3,"Tem um posicionamento claro em relação a qualidade da comida e entrega rápida, pratos chegam em minutos na mesa desde o pedido realizado, falta comunicar melhor ao cliente.  "
Povo Alegre,Povo Alegre,13,Conhece e analisa periodicamente seus principais concorrentes?,3,Esta atento aos concorrentes principalmente mais próximos e todos são buffets.  
